city,town,district,neighborhood
agri,diyadin,merkezkoyler,teyip mah (surenkok koyu)
corum,bayat,merkezkoyler,goynuk harman alti mah (tevekli koyu)
elazig,palu,merkez,kultur mah
zonguldak,eregli,karadenizeregli,kepez mah
van,gurpinar,merkez,geziyurt mah
bursa,osmangazi,osmangazikoy,karaislah mah
usak,karahalli,merkezkoyler,alfaklar koyu
adana,tufanbeyli,merkez,cumhuriyet mah
kastamonu,arac,merkezkoyler,sogandere mah (caykasi koyu)
kars,susuz,merkezkoyler,karapinar koyu
ankara,mamak,kayas,derbent mah
diyarbakir,bismil,merkez,bashan mah
duzce,merkez,kalicikonutlar,esentepe mah
usak,esme,merkezkoyler,bekir damlari mah (gunyaka koyu)
mersin,mut,merkez,hacinuhlu mah
sinop,dikmen,merkezkoyler,merkez mah (yaykin koyu)
gumushane,merkez,merkezkoyler,melitli mah (camli koyu)
mersin,bozyazi,merkez,sicakyurt mah
istanbul,umraniye,yukaridudullu,serifali mah
erzincan,kemah,merkezkoyler,kalemis mah (muratboynu koyu)
mus,merkez,merkezkoyler,aydogan koyu
hakkari,semdinli,merkezkoyler,cevre mah (korgan koyu)
kutahya,tavsanli,merkezkoyler,arifler koyu
elazig,maden,merkezkoyler,karabiyik mah (cayirkoy koyu)
kutahya,gediz,merkezkoyler,akkaya koyu
giresun,canakci,merkez,orta mah (saraykoy koyu)
samsun,vezirkopru,merkez,elbegi mah
sakarya,adapazari,merkez,orta mah
artvin,yusufeli,merkezkoyler,ayazgil mah (cevreli koyu)
rize,cayeli,merkezkoyler,asagi cordanlar mah (haremtepe koyu)
sanliurfa,karakopru,merkez,yarimtepe mah
corum,bayat,merkezkoyler,urgupler mah (kalinpelit koyu)
kocaeli,kandira,merkez,kocakaymas mah
kayseri,yahyali,merkez,kuzoluk mah
sinop,dikmen,merkezkoyler,feti mah (kadikoy koyu)
rize,pazar,merkezkoyler,aygunes-yildiz-altun mevki mah (handagi koyu)
istanbul,atasehir,kucukbakkalkoy,kucukbakkalkoy mah
sivas,kangal,merkezkoyler,goktas mah (karacaoren koyu)
malatya,akcadag,merkez,fatih mah
erzincan,ilic,merkezkoyler,ortatepe koyu
ankara,etimesgut,yurtcu,fevziye mah
mus,malazgirt,merkezkoyler,bilgin mah (gulkoru koyu)
erzurum,pazaryolu,merkez,guneysu mah
malatya,hekimhan,merkez,fatih mah
giresun,sebinkarahisar,merkezkoyler,meykel mah (diler koyu)
karabuk,yenice,merkezkoyler,hatipler mah (ibricak koyu)
giresun,espiye,merkezkoyler,kuzbasi mah (bayrambey koyu)
mersin,tarsus,asagi koyler,kargili mah
artvin,yusufeli,merkezkoyler,tasbasi mah (irmakyani koyu)
mus,merkez,merkezkoyler,tutunlu mah (derecik koyu)
giresun,dereli,merkezkoyler,hidirellez mah (calkoy koyu)
konya,beysehir,merkez,akcabelen mah
yozgat,bogazliyan,merkezkoyler,namik kemal mah (devecipinar koyu)
tunceli,cemisgezek,merkezkoyler,gedikler koyu
bartin,merkez,merkezkoyler,hacioglu mah (buyukkiran koyu)
ankara,sincan,merkez,polatlar mah
bolu,merkez,merkezkoyler,ardic yaylasi mah (pelitcik koyu)
kastamonu,devrekani,merkezkoyler,aliccilar  mah ( yukari  mah) (balabanlar koyu)
sakarya,hendek,merkez,ikbaliye mah
osmaniye,hasanbeyli,merkez,cumhuriyet mah
manisa,koprubasi,merkez,ugurlu mah
elazig,baskil,merkezkoyler,demirlibahce koyu
giresun,sebinkarahisar,merkezkoyler,laz mah (tekkaya koyu)
giresun,espiye,merkezkoyler,yusuflu mah (kurugeris koyu)
bolu,merkez,merkezkoyler,asagi mah (hamzabey koyu)
elazig,sivrice,merkezkoyler,tilkidere mah (tarlatepe koyu)
trabzon,akcaabat,merkez,sinik mah
gumushane,merkez,merkezkoyler,firtina mah (mescitli koyu)
erzurum,yakutiye,merkez,gungormez mah
trabzon,of,merkez,tekoba mah
kastamonu,taskopru,merkezkoyler,kirha koyu
bitlis,tatvan,merkez,karatas mah
bursa,mustafakemalpasa,merkez,eskibalcik mah
rize,iyidere,merkezkoyler,tashane koyu
kastamonu,bozkurt,merkezkoyler,merkez mah (darsu koyu)
osmaniye,duzici,merkezkoyler,emirkara mah (pirsultanli koyu)
batman,hasankeyf,merkezkoyler,gunesli koyu
ankara,cubuk,merkez,kizilca mah
rize,merkez,merkezkoyler,seyrantepe mah (elmali koyu)
rize,guneysu,merkezkoyler,yuksekkoy koyu
bilecik,pazaryeri,merkezkoyler,kisla mah (ahmetler koyu)
hatay,yayladagi,merkez,yoncakaya mah
kastamonu,taskopru,merkezkoyler,emir mah (garipsah koyu)
ankara,polatli,merkez,kabak mah
malatya,arapgir,merkez,duzce mah
bursa,inegol,merkez,bogazkoy mah
mus,haskoy,merkezkoyler,zafer mah
yozgat,merkez,merkezkoyler,buyuknefes koyu
gumushane,merkez,merkezkoyler,yaydemir mah (yaydemir koyu)
isparta,merkez,sanayi,bahcelievler mah
ordu,ulubey,merkez,durak mah
giresun,piraziz,merkezkoyler,bulbullu koyu
corum,merkez,merkezkoyler,orta mah (dutcakalli koyu)
corum,merkez,merkezkoyler,sazdegirmeni koyu
antalya,manavgat,tasagil,degirmenozu mah
sivas,divrigi,merkezkoyler,dolacayi mah (cayozu koyu)
konya,beysehir,merkez,isakoy mah
balikesir,savastepe,saribeyler,madenmezari mah
erzincan,kemah,merkezkoyler,dogan koyu
corum,sungurlu,merkezkoyler,yarimsogut koyu
giresun,dogankent,merkezkoyler,cerkezli mah (doymus koyu)
kastamonu,pinarbasi,merkezkoyler,damasigmaz mah (kurtlugelik koyu)
burdur,bucak,merkez,yorukler mah
afyonkarahisar,emirdag,merkezkoyler,daginik koyu
antalya,manavgat,tasagil,cakis mah
tokat,almus,merkezkoyler,barbaros mah (ormandibi koyu)
cankiri,korgun,merkezkoyler,kayicivi koyu
adiyaman,golbasi,merkezkoyler,yikicak mah (meydan koyu)
antalya,dosemealti,merkez,eksili mah
afyonkarahisar,sultandagi,merkezkoyler,taskopru koyu
hatay,belen,merkez,muhlisali mah
artvin,arhavi,merkezkoyler,ornek mah (arili koyu)
van,gevas,merkez,kocak mah
kutahya,simav,merkez,karakur mah
izmir,kiraz,merkez,gedik mah
istanbul,atasehir,ferhatpasa,ferhatpasa mah
kastamonu,arac,merkezkoyler,koprubasi mah (deretepe koyu)
eskisehir,odunpazari,odunpazarikoy,kayapinar mah
diyarbakir,ergani,merkez,saray mah
cankiri,korgun,merkezkoyler,ikicam koyu
kilis,musabeyli,merkezkoyler,koccagiz koyu
kirsehir,akcakent,merkezkoyler,kilimli koyu
corum,sungurlu,merkezkoyler,kultur mah (demirseyh koyu)
kastamonu,pinarbasi,merkezkoyler,merkez mah (uzla koyu)
erzurum,askale,merkez,duzyurt mah
izmir,bergama,merkez,egrigol mah
elazig,kovancilar,merkezkoyler,yukarikazanlar koyu
corum,bayat,merkezkoyler,kurugol mah (hacibayram koyu)
sakarya,karasu,merkez,adatepe mah
mus,malazgirt,aktuzla,yaprakli koyu
diyarbakir,lice,merkez,dibek mah
karaman,merkez,sumer,fenari mah
kastamonu,daday,merkezkoyler,abdioglu mah (degirmenozu koyu)
bolu,gerede,merkezkoyler,merkez mah (akbas koyu)
bartin,kurucasile,merkezkoyler,sarideresi koyu
ordu,fatsa,merkez,evkaf mah
bursa,harmancik,merkez,kilavuzlar mah
kocaeli,karamursel,merkez,karaahmetli mah
kocaeli,kartepe,uzuntarla,uzuntarla mah
giresun,kesap,merkezkoyler,ciris mah (halkali koyu)
izmir,beydag,merkez,palamutcuk mah
usak,merkez,merkezkoyler,karsi mah (sirge koyu)
sivas,zara,merkezkoyler,doktorunagili mah (tuzlagozu koyu)
duzce,merkez,konuralp,ovapinar koyu
karabuk,eskipazar,merkezkoyler,kuzyaka mah (dogancilar koyu)
usak,merkez,merkezkoyler,ortakoy koyu
giresun,alucra,merkezkoyler,tepe mah (boyluca koyu)
samsun,asarcik,merkez,esentepe mah
usak,merkez,merkezkoyler,karabacaklar mah (mrk mah) (selvioglu koyu)
istanbul,umraniye,asagidudullu,parseller mah
igdir,tuzluca,merkezkoyler,ugruca koyu
duzce,kaynasli,merkezkoyler,orta mah (haciazizler koyu)
artvin,ardanuc,merkezkoyler,tabzor mah (ciralar koyu)
kayseri,melikgazi,gurpinar,sarimsakli mah
gumushane,merkez,merkezkoyler,taslica mah (yesildere koyu)
tunceli,mazgirt,merkezkoyler,danaburan koyu
burdur,merkez,yenice,mehmet akif ersoy mah
sinop,duragan,merkezkoyler,karadegin mah (beybuku koyu)
afyonkarahisar,emirdag,merkezkoyler,yenidogan mah (adayazi koyu)
erzurum,pasinler,merkez,cicekli mah
yozgat,akdagmadeni,merkezkoyler,davulbaz koyu
erzurum,hinis,merkez,salgamkoy mah
hakkari,yuksekova,merkezkoyler,karatas mah (tuglu koyu)
manisa,gordes,merkez,begenler mah
ordu,altinordu,saraycik,yukaritepe mah
sanliurfa,karakopru,merkez,demircik mah
nevsehir,kozakli,merkezkoyler,akpinar koyu
kahramanmaras,dulkadiroglu,agabeyli,oksuzlu mah
sinop,dikmen,merkezkoyler,merkez mah (dumanli koyu)
kirsehir,akpinar,merkezkoyler,berecik mah (hanyerisarikaya koyu)
erzurum,hinis,merkez,elmadali mah
giresun,tirebolu,merkezkoyler,yahyali mah (balcikbelen koyu)
karabuk,eskipazar,merkezkoyler,cavuslar mah (koycegiz koyu)
tunceli,pulumur,merkezkoyler,karagoz koyu
giresun,piraziz,merkezkoyler,taflancik mah (gokceali koyu)
bolu,mengen,merkezkoyler,karaman mah (karaseyhler koyu)
siirt,sirvan,cevizlik,hatti mah (cevizlik koyu)
kastamonu,hanonu,merkezkoyler,mahmutoglu mah (kayabasi koyu)
bursa,mustafakemalpasa,merkez,alacaat mah
kilis,merkez,kilis,mehmet sanli mah
agri,eleskirt,merkezkoyler,asagikopuz koyu
agri,dogubayazit,merkezkoyler,catkiran mah (yayginyurt koyu)
elazig,baskil,merkezkoyler,capkurlar mah (cavuslu koyu)
malatya,arguvan,merkez,karababa mah
bolu,mengen,merkezkoyler,mutioglu mah (basyellice koyu)
izmir,odemis,merkez,umurbey mah
gumushane,siran,merkezkoyler,cevrepinar koyu
bingol,merkez,sancak,cami mah (sudugunu koyu)
bolu,mudurnu,merkezkoyler,albalar mah (camurluk koyu)
artvin,borcka,merkezkoyler,oruculer mah (oruculer koyu)
karaman,merkez,merkezkoyler,bahcelievler mah (suduragi koyu)
giresun,bulancak,kovanlik,merkez mah (dongeri koyu)
elazig,merkez,hankendi,medusagi mah (kulluk koyu)
siirt,kurtalan,merkezkoyler,yuvali koyu
afyonkarahisar,dinar,merkezkoyler,yeni mah (genceli koyu)
isparta,yalvac,merkez,kascami mah
yozgat,akdagmadeni,merkezkoyler,asagiculhali koyu
kutahya,merkez,alipasa,alipasa mah
sivas,zara,merkezkoyler,orta mah (tepekoy koyu)
bolu,mengen,gokcesu,yunuslar mah (hayranlar koyu)
karaman,merkez,merkezkoyler,kameni koyu
canakkale,lapseki,umurbey,kangirli koyu
karabuk,eflani,merkezkoyler,ciraklar mah (yaglica koyu)
kutahya,merkez,merkezkoyler,seyitler mah (seyitomer koyu)
giresun,dereli,merkezkoyler,efelioglu mah (tamdere koyu)
ankara,bala,merkez,hamidiye mah
giresun,yaglidere,merkezkoyler,kozbuku mah (uctepe koyu)
yozgat,yerkoy,merkezkoyler,yakuplu koyu
balikesir,ivrindi,sarica,kiraz oren mah
kastamonu,kure,merkezkoyler,satir mah (karadonu koyu)
tokat,resadiye,merkezkoyler,cambali koyu
karabuk,safranbolu,merkezkoyler,merkez mah (cucahli koyu)
kastamonu,devrekani,merkezkoyler,batan mah (akmescit koyu)
sinop,turkeli,merkezkoyler,geris mah (gundogdu koyu)
giresun,alucra,merkezkoyler,merkez mah (yukselen koyu)
artvin,yusufeli,merkezkoyler,cami mah (yaylalar koyu)
kastamonu,bozkurt,merkezkoyler,yenice mah (yaylatepe koyu)
zonguldak,caycuma,merkezkoyler,gocler mah (cayir koyu)
bursa,orhaneli,merkez,osmaniyecatak mah
erzurum,senkaya,merkez,nisantasi mah
samsun,tekkekoy,merkez,ciftlik mah
kastamonu,merkez,merkezkoyler,kayi mah (kayi koyu)
isparta,yalvac,merkezkoyler,altikapi koyu
mugla,milas,merkez,yaka mah
gaziantep,nizip,merkez,hancagiz mah
erzincan,kemaliye,merkez,gencaga mah
kastamonu,devrekani,merkezkoyler,merkez mah (yazihisar koyu)
siirt,eruh,merkezkoyler,gedikasar koyu
kirsehir,akpinar,merkezkoyler,boyalik koyu
erzincan,kemah,merkezkoyler,eric istasyonu mah (eric koyu)
balikesir,susurluk,kayikci,sultancayir mah
elazig,merkez,merkezkoyler,coteli mah (merkez mah) (coteli koyu)
amasya,merzifon,merkezkoyler,eymir koyu
erzincan,refahiye,merkezkoyler,aydincik koyu
sanliurfa,birecik,merkez,damlica mah
osmaniye,kadirli,merkezkoyler,karapinar mah (goztasi koyu)
giresun,tirebolu,merkezkoyler,akcakese mah (arslancik koyu)
kahramanmaras,caglayancerit,merkez,emirusagi mah
denizli,serinhisar,merkez,yuregil mah
sinop,gerze,merkezkoyler,karahasan mah (seyhli koyu)
zonguldak,caycuma,merkezkoyler,basorenler mah (yolgecen koyu)
karabuk,safranbolu,merkezkoyler,duz mah (ovacuma koyu)
trabzon,vakfikebir,merkez,senocak mah
sinop,sarayduzu,merkezkoyler,kocbeyendi mah (tepekoy koyu)
duzce,yigilca,merkezkoyler,cirnik mah (aksaklar koyu)
adiyaman,gerger,merkezkoyler,erdogmus  mah (baleyrek mah) (dallarca koyu)
agri,diyadin,merkez,fatih mah
ankara,kecioren,senlik,senlik mah
bolu,mudurnu,merkezkoyler,ercesler mah (sircali koyu)
mersin,mut,merkez,haciahmetli mah
kastamonu,cide,merkezkoyler,merkez mah (koclar koyu)
izmir,tire,merkez,akmescit mah
kayseri,melikgazi,hurriyet,kemeralti mah
aksaray,merkez,merkezkoyler,yapilcan koyu
kastamonu,hanonu,merkezkoyler,kacak mah (demircimuezzin koyu)
gumushane,kose,merkezkoyler,orensar mah (orensar koyu)
sivas,zara,merkezkoyler,sorkun koyu
gaziantep,karkamis,merkez,balaban mah
tunceli,nazimiye,merkezkoyler,dereova koyu
elazig,baskil,merkezkoyler,ziyaret mah (dogancik koyu)
cankiri,orta,merkezkoyler,yayla evleri mah (elden koyu)
corum,mecitozu,merkezkoyler,yesilova koyu
zonguldak,eregli,merkezkoyler,minatli mah (abdi koyu)
agri,merkez,merkezkoyler,kumlugecit koyu
antalya,manavgat,merkez,halitagalar mah
kastamonu,pinarbasi,merkezkoyler,gokce mah (bogazkaya koyu)
antalya,manavgat,tasagil,gaziler mah
corum,sungurlu,merkezkoyler,karacabey koyu
sanliurfa,siverek,merkez,altinahir mah
karabuk,eflani,merkezkoyler,omuroglu mah (gunluce koyu)
erzurum,tekman,merkez,incesu mah
elazig,kovancilar,merkezkoyler,tabanozu koyu
elazig,sivrice,merkezkoyler,duztas mah (gelindere koyu)
mersin,gulnar,merkez,kayrak mah
sanliurfa,harran,merkez,toytepe mah
van,tusba,iskele,kelle mah
sakarya,hendek,merkez,guldibi mah
mus,varto,caylar,onpinar koyu
bartin,merkez,merkezkoyler,manoglu mah (tuzcular koyu)
gumushane,kurtun,merkezkoyler,guney mah (besirkoy koyu)
artvin,yusufeli,merkezkoyler,kuzey mah (esenyaka koyu)
istanbul,silivri,gumusyaka,gumusyaka mah
diyarbakir,lice,merkez,senlik mah
tunceli,pulumur,merkezkoyler,karkan mah (elmali koyu)
zonguldak,eregli,ormanli,kuyumcular mah (sofular koyu)
kayseri,bunyan,merkez,camiicedit mah
erzurum,hinis,merkez,mutluca mah
edirne,uzunkopru,hamidiye,suleymaniye koyu
sakarya,adapazari,merkez,kucukhatapli mah
osmaniye,merkez,ataturk,gebeli mah
samsun,ayvacik,merkez,karaagac mah
sivas,zara,merkezkoyler,omerinyurdu mah (kaplan koyu)
kastamonu,devrekani,merkezkoyler,ebrek mah (basakpinar koyu)
denizli,bozkurt,merkez,mimar sinan mah
gumushane,merkez,merkezkoyler,merkez mah (gumuskaya koyu)
kayseri,kocasinan,erkilet koyler,boyaci mah
van,gurpinar,merkez,bozyigit mah
burdur,yesilova,merkezkoyler,karakoy koyu
agri,patnos,merkezkoyler,y.salahana mah (tanyeli koyu)
elazig,palu,merkezkoyler,kayaonu koyu
samsun,19 mayis,ondokuz mayis ballica,yesilkoy mah
tekirdag,sarkoy,merkez,beyoglu mah
kutahya,tavsanli,merkez,beykoy mah
sakarya,geyve,merkez,kozan mah
trabzon,akcaabat,merkez,yenikoy mah
ankara,sereflikochisar,merkez,sekerkoy mah
ankara,kalecik,merkez,cuma saray mah
samsun,ayvacik,merkez,osmanli mah
mugla,milas,merkez,pinar mah
usak,karahalli,merkez,konak mah
sanliurfa,ceylanpinar,merkez,bogali mah
artvin,savsat,merkezkoyler,asagi mah (susuz koyu)
eskisehir,odunpazari,huzur,erenkoy mah
mus,malazgirt,nurettin(konakkuran),laladagi koyu
van,caldiran,merkez,beydogan mah
kastamonu,bozkurt,merkezkoyler,karamuk mah (yasarli koyu)
gumushane,merkez,merkezkoyler,irmakbasi mah (dumanli koyu)
artvin,kemalpasa,merkezkoyler,camurlu koyu
rize,guneysu,merkezkoyler,misirli mah (kibledagi koyu)
aydin,soke,merkez,argavli mah
gumushane,siran,merkezkoyler,kadicayiri koyu
tunceli,hozat,merkezkoyler,agmezra mah (karabakir koyu)
mersin,tarsus,yukari koyler,eminlik mah
canakkale,ayvacik,merkezkoyler,camlik mah (sapanca koyu)
duzce,merkez,konuralp,eminacma koyu
giresun,dogankent,merkezkoyler,kocamanli mah (catak koyu)
duzce,yigilca,merkezkoyler,sabanlar mah (gokceagac koyu)
izmir,dikili,merkez,kizilcukur mah
elazig,baskil,merkezkoyler,akarsu mah (emirhan koyu)
canakkale,gelibolu,merkezkoyler,damlar mah (burhanli koyu)
giresun,dogankent,merkezkoyler,kavrazli mah (catak koyu)
samsun,kavak,merkez,uchanlar mah
kirklareli,kofcaz,merkez,yeni mah
artvin,merkez,merkezkoyler,mezra mah (cimenli koyu)
sinop,duragan,merkezkoyler,tekeoynagi mah (camlica koyu)
kastamonu,hanonu,merkezkoyler,alakaya mah (gokceagac koyu)
artvin,savsat,merkezkoyler,carat mah (kopruyaka koyu)
siirt,merkez,merkezkoyler,doluharman koyu
mardin,nusaybin,merkez,kantar mah
siirt,kurtalan,merkezkoyler,kapikaya koyu
eskisehir,mihaliccik,dinek,narli mah
ordu,camas,merkez,ormeli mah
corum,merkez,merkezkoyler,sarikaya koyu
istanbul,eyupsultan,eyup,defterdar mah
bartin,merkez,kozcagiz,celikler mah (celilbeyoglu koyu)
rize,cayeli,buyukkoy,merkez mah (gurgenli koyu)
sinop,turkeli,merkezkoyler,yildirim mah (yusuflu koyu)
tekirdag,hayrabolu,merkez,dambaslar mah
sanliurfa,viransehir,merkez,degim mah
mardin,kiziltepe,merkez,medya mah
bolu,goynuk,merkezkoyler,boyacilar merkez mah (boyacilar koyu)
tokat,niksar,merkezkoyler,bogazbasi koyu
cankiri,ilgaz,merkezkoyler,sogutcuk koyu
gumushane,torul,merkezkoyler,demirciler mh. (yesilkoy koyu)
konya,yunak,merkez,turgut mah
samsun,vezirkopru,merkez,kumral mah
bartin,merkez,yenisanayi,cayduzu mah
bitlis,hizan,merkezkoyler,orgulu koyu
agri,merkez,merkezkoyler,asagisaklica koyu
denizli,civril,merkez,cakallar mah
artvin,yusufeli,merkezkoyler,dutdere mah (kupluce koyu)
denizli,merkezefendi,gumusler,mehmet akif ersoy mah
kastamonu,senpazar,merkezkoyler,konuklar mah (dordul koyu)
sanliurfa,harran,merkez,koyunluca mah
sinop,merkez,merkezkoyler,yukari mah (ordu koyu)
sanliurfa,suruc,merkez,zeyrek mah
kayseri,pinarbasi,merkez,eskiyassipinar mah
kastamonu,merkez,merkezkoyler,isikli mah (ciban koyu)
agri,patnos,merkezkoyler,yalcinkaya koyu
giresun,canakci,merkez,kise 2 mah (kuskoy koyu)
rize,cayeli,buyukkoy,cumhuriyet mah (gurgenli koyu)
sanliurfa,eyyubiye,merkez,yukariyazici mah
istanbul,gaziosmanpasa,yildiztabya,yildiztabya mah
mus,haskoy,merkezkoyler,ortanca koyu
sanliurfa,eyyubiye,merkez,ortahemedan mah
kastamonu,devrekani,merkezkoyler,biyo mah (ulamis koyu)
erzincan,kemah,merkezkoyler,golkaynak koyu
zonguldak,gokcebey,merkezkoyler,merkez mah (bodac koyu)
canakkale,ezine,merkez,cumhuriyet mah
elazig,baskil,merkezkoyler,alibaba mah (gemici koyu)
elazig,kovancilar,merkezkoyler,kacar koyu
osmaniye,kadirli,merkezkoyler,dertililer mah (karakutuk koyu)
mersin,anamur,merkez,kilic mah
bolu,gerede,merkezkoyler,merkez mah (aktas koyu)
kastamonu,seydiler,merkezkoyler,yavsuoglu mah (cirdak koyu)
balikesir,bigadic,salmanli,citak mah
manisa,turgutlu,merkez,oren mah
kirsehir,mucur,merkezkoyler,dagciftligikoyu koyu
kastamonu,catalzeytin,merkezkoyler,cincioglu mah (kavakoren koyu)
artvin,murgul,merkezkoyler,salkaya mah (kabaca koyu)
giresun,merkez,merkezkoyler,killik mah (cicekli koyu)
corum,osmancik,merkezkoyler,sarpun mah (sarpunkavak koyu)
denizli,tavas,merkez,sarabat mah
rize,derepazari,merkezkoyler,uzunkaya koyu
manisa,saruhanli,dilek,dilek mah
sivas,gurun,merkezkoyler,kuskayasi mezrasi mah (camlica koyu)
amasya,goynucek,merkezkoyler,ayninin onu mah (karayakup koyu)
agri,taslicay,merkezkoyler,sivrice mah (yukariduzmeydan koyu)
sivas,divrigi,merkezkoyler,calti mah (cobanduragi koyu)
ankara,golbasi,merkez,koparan mah
canakkale,ayvacik,kucukkuyu,cevizliburun mah (bahcedere koyu)
bitlis,tatvan,yelkenli,suboyu koyu
giresun,camoluk,merkezkoyler,hotar mah (pinarli koyu)
sinop,ayancik,merkezkoyler,koycugez mah (karakestane koyu)
adiyaman,merkez,merkez koyler,sariharman koyu
diyarbakir,lice,merkez,cagdas mah
tunceli,nazimiye,merkezkoyler,kapibasi koyu
tunceli,pulumur,merkezkoyler,kirdim deresi mah (kirdim koyu)
izmir,tire,merkez,boynuyogun mah
ankara,cankaya,birlik,kirkkonaklar mah
gumushane,torul,merkezkoyler,aslanoglu mah (demirkapi koyu)
corum,merkez,merkezkoyler,babaoglu mah (kertme koyu)
rize,merkez,merkezkoyler,kurs'tan itibaren mah (guzelkoy koyu)
agri,taslicay,merkezkoyler,aras koyu
nevsehir,acigol,merkez,cayirlik mah
yozgat,bogazliyan,merkezkoyler,bahcelievler mah (uzunlu koyu)
sinop,gerze,merkezkoyler,kusca mah (seyhli koyu)
giresun,eynesil,merkezkoyler,gulalan mah (balcili koyu)
elazig,merkez,merkezkoyler,munzuroglu mah (kirackoy koyu)
bingol,genc,merkezkoyler,koyunlu mah (yayla koyu)
yozgat,yerkoy,merkez,vefi pandir mah
amasya,merkez,merkezkoyler,sarikiz koyu
giresun,espiye,merkezkoyler,cibril mah
usak,merkez,merkezkoyler,yenikoy koyu
sivas,koyulhisar,merkezkoyler,alacam mah (gumuslu koyu)
batman,besiri,merkezkoyler,yontukyazi koyu
tokat,merkez,merkezkoyler,bahcelievler mah (guryildiz koyu)
kutahya,domanic,merkezkoyler,bercin koyu
sivas,dogansar,merkezkoyler,tavza koyu
bolu,mudurnu,merkezkoyler,karapinar mah (pelitozu koyu)
bingol,genc,merkezkoyler,yenisehir mah
tunceli,merkez,merkezkoyler,baylik koyu
agri,eleskirt,merkezkoyler,asagicihanbey mah (yayladuzu koyu)
bitlis,guroymak,merkezkoyler,yeni mah (golbasi koyu)
hakkari,merkez,merkezkoyler,kurum mah (saritas koyu)
giresun,yaglidere,merkezkoyler,merkez mah (yenice koyu)
antalya,korkuteli,merkez,karakuyu mah
sanliurfa,harran,merkez,bagra mah
sivas,hafik,merkezkoyler,duzyayla koyu
sanliurfa,birecik,merkez,asagi kuyucak mah
rize,ikizdere,merkezkoyler,sarmanli mah (ballikoy koyu)
hatay,samandag,merkez,tomruksuyu mah
sanliurfa,birecik,merkez,yeniakpinar mah
kars,selim,merkezkoyler,karakale koyu
hatay,arsuz,merkez,kisla mah
manisa,alasehir,merkez,caberfakili mah
agri,hamur,merkezkoyler,karadere mah (suleymankumbet koyu)
kutahya,saphane,merkezkoyler,karamustafalar koyu
duzce,merkez,konuralp,cumhuriyet mah (beykoy koyu)
sakarya,geyve,merkez,cine mah
gaziantep,oguzeli,merkez,demirkonak mah
bolu,mengen,gokcesu,degirmenciler mah (kucukkuz koyu)
erzincan,merkez,aksemsettin,menguceli mah
isparta,sutculer,merkezkoyler,kizilbelen mah (kesme koyu)
bursa,osmangazi,bahar,namik kemal mah
sakarya,akyazi,merkez,hastahane mah
adiyaman,kahta,merkezkoyler,bozpinar koyu
antalya,alanya,merkez,akdam mah
giresun,gorele,merkezkoyler,temelaga mah (kusculu koyu)
gumushane,merkez,merkezkoyler,cicekli mah (gozeler koyu)
trabzon,hayrat,merkez,pinarca mah
agri,merkez,merkezkoyler,mollaosman koyu
giresun,bulancak,merkezkoyler,abanuz mah (erdogan koyu)
kirsehir,merkez,merkezkoyler,kartalkaya koyu
aksaray,gulagac,merkezkoyler,tuzla mah (gulpinar koyu)
batman,besiri,merkezkoyler,yarimtas koyu
artvin,borcka,merkezkoyler,arkakoy mah (arkakoy koyu)
izmir,bergama,merkez,urkutler mah
erzincan,kemah,merkezkoyler,merkez mah (seringoze koyu)
sivas,gemerek,egerci,goksu mah (egerci koyu)
